category,scientific_name,common_names,conservation_status
Vascular Plant,Woodsia oregana,"Oregon Cliff Fern, Oregon Woodsia, Western Cliff Fern",
Vascular Plant,Woodsia scopulina,"Rocky Mountain Cliff Fern, Rocky Mountain Woodsia",
Vascular Plant,Mahonia repens,"Creeping Barberry, Creeping Mahonia, Oregon Grape, Trunkee Barberry",
Vascular Plant,Corydalis aurea,"Golden Corydalis, Scrambled Eggs",
Vascular Plant,Corydalis aurea var. aurea,Golden Corydalis,
Vascular Plant,Dicentra uniflora,"Longhorn Steer's-Head, Steershead",
Vascular Plant,Aconitum columbianum ssp. columbianum,Columbian Monkshood,
Vascular Plant,Actaea rubra,"Red Baneberry, Western Baneberry",
Vascular Plant,Anemone parviflora,Smallflowered Anemone,
Vascular Plant,Anemone patens var. multifida,Cutleaf Anemone,
Vascular Plant,Anemone tetonensis,Teton Anemone,
Vascular Plant,Aquilegia coerulea,Colorado Blue Columbine,
Vascular Plant,Aquilegia flavescens,Yellow Columbine,
Vascular Plant,Caltha leptosepala,"Elkslip Marshmarigold, Slendersepal Marshmarigold, White Marsh Marigold, White Marshmarigold, White Marsh-Marigold",
Vascular Plant,Clematis hirsutissima var. hirsutissima,Hairy Clematis,
Vascular Plant,Clematis ligusticifolia,"Hierba De Chivo, Old-Man's-Beard, Virgins Bower, Virginsbower, Virgin's-Bower, Western White Clematis",
Vascular Plant,Clematis occidentalis var. grosseserrata,Western Blue Virginsbower,
Vascular Plant,Delphinium bicolor ssp. bicolor,Little Larkspur,
Vascular Plant,Delphinium glaucum,"Mountain Larkspur, Sierra Larkspur, Tower Larkspur",
Vascular Plant,Delphinium nuttallianum,"Low Larkspur, Nuttall's Larkspur, Twolobe Larkspur, Two-Lobe Larkspur",
Vascular Plant,Myosurus apetalus var. borealis,Bristly Mousetail,
Vascular Plant,Myosurus apetalus var. montanus,"Bristly Mousetail, Tiny Mousetail",
Vascular Plant,Ranunculus acris var. acris,"Meadow Buttercup, Showy Buttercup, Tall Buttercup",
Vascular Plant,Ranunculus alismifolius var. davisii,Davis' Buttercup,
Vascular Plant,Ranunculus alismifolius var. hartwegii,Plantainleaf Buttercup,
Vascular Plant,Ranunculus cymbalaria var. cymbalaria,Alkali Buttercup,
Vascular Plant,Ranunculus eschscholtzii var. eschscholtzii,"Eschscholtz's Buttercup, Spruce-Fir Buttercup",
Vascular Plant,Ranunculus eschscholtzii var. eximius,Tundra Buttercup,
Vascular Plant,Ranunculus eschscholtzii var. trisectus,Threesection Buttercup,
Vascular Plant,Ranunculus flammula var. reptans,Greater Creeping Spearwort,
Vascular Plant,Ranunculus glaberrimus var. ellipticus,"Elliptical Buttercup, Sagebrush Buttercup",
Vascular Plant,Ranunculus gmelinii,"Gmelin's Buttercup, Lesser Yellow Water Buttercup, Small Yellow Water Buttercup",
Vascular Plant,Ranunculus hyperboreus,"Arctic Buttercup, High Northern Buttercup",
Vascular Plant,Ranunculus inamoenus var. inamoenus,Graceful Buttercup,
Vascular Plant,Ranunculus jovis,Utah Buttercup,
Vascular Plant,Ranunculus macounii,Macoun's Buttercup,
Vascular Plant,Ranunculus repens,Creeping Buttercup,
Vascular Plant,Ranunculus sceleratus var. multifidus,"Blister Buttercup, Cursed Buttercup",
Vascular Plant,Ranunculus testiculatus,"Bur Buttercup, Curveseed Butterwort, Little Bur, Testiculate Buttercup",
Vascular Plant,Ranunculus uncinatus,"Hooked Buttercup, Woodland Buttercup",
Vascular Plant,Thalictrum alpinum,"Alpine Meadowrue, Alpine Meadow-Rue",
Vascular Plant,Thalictrum occidentale,"Western Meadowrue, Western Meadow-Rue",
Vascular Plant,Thalictrum sparsiflorum var. saximontanum,"Fewflower Meadowrue, Fewflower Meadow-Rue",
Vascular Plant,Thalictrum venulosum,"Veiny Meadowrue, Veiny Meadow-Rue, Veiny-Leaf Meadow-Rue",
Vascular Plant,Trautvetteria caroliniensis,"Carolina Bugbane, Carolina Tassel-Rue, Falsebugbane",
Vascular Plant,Cannabis sativa,"Grass, Hashish, Hemp, Marijuana, Mary Jane, Pot",
Vascular Plant,Humulus lupulus,"Common Hop, Common Hops, Hops",
Vascular Plant,Elaeagnus commutata,Silverberry,
Vascular Plant,Shepherdia canadensis,"Russet Buffaloberry, Russet Buffalo-Berry",
Vascular Plant,Ceanothus velutinus var. velutinus,Snowbrush Ceanothus,
Vascular Plant,Rhamnus alnifolia,"Alderleaf Buckthorn, Alder-Leaf Buckthorn",
Vascular Plant,Amelanchier alnifolia var. alnifolia,"Saskatoon Serviceberry, Saskatoon Service-Berry",
Vascular Plant,Amelanchier alnifolia var. pumila,Dwarf Serviceberry,
Vascular Plant,Crataegus douglasii var. douglasii,"Black Hawthorn, Douglas' Hawthorn",
Vascular Plant,Fragaria vesca,Woodland Strawberry,
Vascular Plant,Fragaria virginiana,"Thickleaved Wild Strawberry, Virginia Strawberry, Wild Strawberry",
Vascular Plant,Geum macrophyllum var. perincisum,"Largeleaf Avens, Large-Leaf Avens",
Vascular Plant,Geum rivale,"Purple Avens, Water Avens",
Vascular Plant,Geum rossii var. turbinatum,Ross' Avens,
Vascular Plant,Geum triflorum,"Old Man's Whiskers, Prairie Smoke, Prairiesmoke",
Vascular Plant,Ivesia gordonii,Gordon's Ivesia,
Vascular Plant,Malus pumila,Paradise Apple,
Vascular Plant,Pentaphylloides floribunda,Shrubby Cinquefoil,
Vascular Plant,Physocarpus malvaceus,Mallow Ninebark,
Vascular Plant,Potentilla anserina,Silverweed Cinquefoil,
Vascular Plant,Potentilla argentea,"Silver Cinquefoil, Silver-Leaf Cinquefoil",
Vascular Plant,Potentilla arguta,Tall Cinquefoil,
Vascular Plant,Potentilla biennis,Biennial Cinquefoil,
Vascular Plant,Potentilla diversifolia var. diversifolia,"Mountain-Meadow Cinquefoil, Varileaf Cinquefoil",
Vascular Plant,Potentilla diversifolia var. perdissecta,"Mountainmeadow Cinquefoil, Mountain-Meadow Cinquefoil",
Vascular Plant,Potentilla gracilis var. brunnescens,"Sagebrush Cinquefoil, Slender Cinquefoil",
Vascular Plant,Potentilla gracilis var. fastigiata,"Northwest Cinquefoil, Nuttall's Cinquefoil, Slender Cinquefoil",
Vascular Plant,Potentilla gracilis var. flabelliformis,"Fanleaf Cinquefoil, Slender Cinquefoil",
Vascular Plant,Potentilla hippiana var. hippiana,Woolly Cinquefoil,
Vascular Plant,Potentilla nivea,"Snow Cinquefoil, Snowy Cinquefoil",
Vascular Plant,Potentilla norvegica,Norwegian Cinquefoil,
Vascular Plant,Potentilla ovina var. ovina,Sheep Cinquefoil,
Vascular Plant,Potentilla pensylvanica,"Pennsylvania Cinquefoil, Prairie Cinquefoil",
Vascular Plant,Potentilla recta,"Erect Cinquefoil, Roughfruit Cinquefoil, Sulphur Cinquefoil",
Vascular Plant,Potentilla rubricaulis,Rocky Mountain Cinquefoil,
Vascular Plant,Prunus virginiana var. melanocarpa,"Black Chokecherry, Choke Cherry",
Vascular Plant,Purshia tridentata,Antelope Bitterbrush,
Vascular Plant,Rosa woodsii,Woods' Rose,
Vascular Plant,Rubus laciniatus,"Cutleaf Blackberry, Cut-Leaved Blackberry",
Vascular Plant,Rubus parviflorus var. parviflorus,"Thimbleberry, Western Thimbleberry",
Vascular Plant,Sanguisorba annua,Prairie Burnet,
Vascular Plant,Sibbaldia procumbens,"Creeping Sibbaldia, Creeping-Glow-Wort, Prostrate Sibbaldia",
Vascular Plant,Sorbus scopulina var. scopulina,"Cascade Mountain-Ash, Greene's Mountain-Ash",
Vascular Plant,Spiraea betulifolia var. lucida,Shinyleaf Spirea,
Vascular Plant,Spiraea splendens,Rose Meadowsweet,
Vascular Plant,Parietaria pensylvanica,Pennsylvania Pellitory,
Vascular Plant,Urtica dioica var. procera,"California Nettle, Slender Nettle, Stinging Nettle, Tall Nettle",
Vascular Plant,Arceuthobium americanum,"American Dwarf Mistletoe, Lodgepole Pine Dwarf Mistletoe",
Vascular Plant,Arceuthobium cyanocarpum,Limber Pine Dwarf Mistletoe,
Vascular Plant,Rhus aromatica var. trilobata,"Ill-Scented Sumac, Skunkbush Sumac",
Vascular Plant,Toxicodendron rydbergii,"Poison Ivy, Western Poison Ivy",
Vascular Plant,Acer glabrum,Rocky Mountain Maple,
Vascular Plant,Acer negundo var. violaceum,Boxelder,
Vascular Plant,Crassula solierii,Smoothseed Pygmyweed,
Vascular Plant,Sedum integrifolium,Ledge Stonecrop,
Vascular Plant,Sedum lanceolatum,"Lanceleaf Stonecrop, Lance-Leaf Stonecrop, Spearleaf Stonecrop",
Vascular Plant,Sedum rhodanthum,Redpod Stonecrop,
Vascular Plant,Sedum stenopetalum,"Wormleaf Stonecrop, Yellow Stonecrop",
Vascular Plant,Ribes aureum var. aureum,Golden Currant,
Vascular Plant,Ribes cereum var. pedicellare,"Squaw Currant, Whisky Currant, White Squaw Currant",
Vascular Plant,Ribes hudsonianum,"Black Currant, Northern Black Currant",
Vascular Plant,Ribes inerme var. inerme,Whitestem Gooseberry,
Vascular Plant,Ribes lacustre,Prickly Currant,
Vascular Plant,Ribes montigenum,"Alpine Prickly Currant, Gooseberry Currant, Mountain Gooseberry",
Vascular Plant,Ribes oxyacanthoides var. setosum,Inland Gooseberry,
Vascular Plant,Ribes viscosissimum var. viscosissimum,Sticky Currant,
Vascular Plant,Myriophyllum quitense,"Andean Water Milfoil, Andean Watermilfoil",
Vascular Plant,Myriophyllum sibiricum,"American Watermilfoil, Shortspike Watermilfoil, Siberian Water-Milfoil",
Vascular Plant,Myriophyllum verticillatum,"Whorled Water-Milfoil, Whorlleaf Watermilfoil, Whorl-Leaf Watermilfoil",
Vascular Plant,Paeonia brownii,Brown's Peony,
Vascular Plant,Conimitella williamsii,Williams' Miterwort,
Vascular Plant,Heuchera parvifolia,"Common Alumroot, Littleleaf Alumroot, Little-Leaf Alumroot",
Vascular Plant,Lithophragma parviflorum,Smallflower Woodland-Star,
Vascular Plant,Lithophragma tenellum,Slender Woodland-Star,
Vascular Plant,Mitella pentandra,Fivestamen Miterwort,
Vascular Plant,Mitella stauropetala,"Side-Flower Miterwort, Smallflower Miterwort, Starry Miterwort",
Vascular Plant,Saxifraga cernua,Nodding Saxifrage,
Vascular Plant,Saxifraga cespitosa,"Tufted Alpine Saxifrage, Tufted Saxifrage",
Vascular Plant,Saxifraga nidifica,"Hooker's Saxifrage, Peak Saxifrage",
Vascular Plant,Saxifraga occidentalis,Alberta Saxifrage,
Vascular Plant,Saxifraga odontoloma,"Brook Saxifrage, Streambank Saxifrage",
Vascular Plant,Saxifraga oppositifolia,"Purple Mountain Saxifrage, Purple Saxifrage",
Vascular Plant,Saxifraga rhomboidea,"Diamondleaf Saxifrage, Diamond-Leaf Saxifrage",
Vascular Plant,Saxifraga rivularis,"Alpine Brook Saxifrage, Pygmy Saxifrage, Weak Saxifrage",
Vascular Plant,Saxifraga subapetala,Yellowstone Saxifrage,
Vascular Plant,Telesonix heucheriformis,Alumroot Brookfoam,
Vascular Plant,Selaginella densa var. densa,"Dense Spikemoss, Lesser Spikemoss",
Vascular Plant,Selaginella densa var. scopulorum,"Rocky Mountain Clubmoss, Rocky Mountain Spikemoss",
Vascular Plant,Selaginella selaginoides,"Club Spikemoss, Clubmoss, Northern Spikemoss",
Vascular Plant,Convolvulus arvensis,"Creeping Jenny, European Bindweed, Field Bindweed, Perennial Morningglory, Smallflowered Morningglory",
Vascular Plant,Hyoscyamus niger,"Black Henbane, Henbane",
Vascular Plant,Lycium barbarum,"Common Matrimonyvine, Matrimony Vine, Matrimonyvine, Matrimony-Vine",
Vascular Plant,Solanum triflorum,"Cutleaf Nightshade, Cut-Leaf Nightshade",
Nonvascular Plant,Fontinalis,Fontinalis Moss,
Mammal,Ovis canadensis sierrae,Sierra Nevada Bighorn Sheep,Endangered
Mammal,Sus scrofa,"Pig, Pig (Feral), Wild Boar, Wild Boar",
Mammal,Canis lupus,"Gray Wolf, Wolf",Endangered
Mammal,Urocyon cinereoargenteus,Gray Fox,
Mammal,Vulpes vulpes necator,Sierra Nevada Red Fox,
Mammal,Puma concolor,Mountain Lion,
Mammal,Spilogale putorius,Spotted Skunk,
Mammal,Martes americana,"American Marten, Marten",
Mammal,Mustela erminea,Ermine,
Mammal,Neovison vison,American Mink,
Mammal,Pekania pennanti,Fisher,
Mammal,Taxidea taxus,Badger,Species of Concern
Mammal,Bassariscus astutus,Ringtail,Species of Concern
Mammal,Procyon lotor,Raccoon,
Mammal,Ursus arctos,"Brown Bear, Grizzly Bear",
Mammal,Eumops perotis,Western Mastiff Bat,
Mammal,Tadarida brasiliensis,Mexican Free-Tailed Bat,
Mammal,Corynorhinus townsendii,Townsend's Big-Eared Bat,
Mammal,Lasiurus blossevillii,Western Red Bat,Species of Concern
Mammal,Myotis californicus,California Myotis,Species of Concern
Mammal,Myotis ciliolabrum,Small-Footed Myotis,
Mammal,Myotis lucifugus,Little Brown Myotis,Species of Concern
Mammal,Parastrellus hesperus,Canyon Bat,
Mammal,Didelphis virginiana,Virginia Opossum,
Mammal,Lepus americanus tahoensis,Sierra Nevada Snowshoe Hare,Species of Concern
Mammal,Lepus townsendii townsendii,Western White-Tailed Jackrabbit,
Mammal,Sylvilagus bachmani,Brush Rabbit,Species of Concern
Mammal,Ochotona princeps,Pika,
Mammal,Aplodontia rufa californica,Sierra Nevada Mountain Beaver,Species of Concern
Mammal,Castor canadensis,Beaver,
Mammal,Microtus californicus,California Meadow Mouse,
Mammal,Microtus longicaudus,Long-Tailed Vole,
Mammal,Neotoma macrotis,Big-Eared Woodrat,
Mammal,Neotoma macrotis streatori,Big-Eared Woodrat,
Mammal,Peromyscus boylii,"Brush Deermouse, Brush Mouse",
Mammal,Peromyscus californicus,California Mouse,
Mammal,Peromyscus truei,"Pi_On Deermouse, Pi_On Mouse, Pinyon Mouse",
Mammal,Reithrodontomys megalotis,Western Harvest Mouse,
Mammal,Erethizon dorsatum,Porcupine,
Mammal,Thomomys bottae,Botta's Pocket Gopher,
Mammal,Thomomys monticola,Mountain Pocket Gopher,
Mammal,Chaetodipus californicus,California Pocket Mouse,
Mammal,Callospermophilus lateralis,Golden-Mantled Ground Squirrel,
Mammal,Otospermophilus beecheyi,California Ground Squirrel,
Mammal,Sciurus griseus,Western Gray Squirrel,
Mammal,Tamias alpinus,Alpine Chipmunk,
Mammal,Tamias merriami,Merriam's Chipmunk,
Mammal,Tamias quadrimaculatus,Long-Eared Chipmunk,
Mammal,Tamias senex,"Allen's Chipmunk, Shadow Chipmunk",
Mammal,Tamias speciosus,Lodgepole Chipmunk,
Mammal,Tamias umbrinus,Inyo Chipmunk,
Mammal,Tamiasciurus douglasii,Chickaree,
Mammal,Urocitellus beldingi,Belding's Ground Squirrel,
Mammal,Sorex lyelli,Mount Lyell Shrew,
Mammal,Sorex monticolus,Montane Shrew,
Mammal,Sorex tenellus,Inyo Shrew,
Mammal,Sorex trowbridgii,Trowbridge's Shrew,
Mammal,Scapanus latimanus,Broad-Footed Mole,
Bird,Elanus leucurus,White-Tailed Kite,Species of Concern
Bird,Gymnogyps californianus,California Condor,Endangered
Bird,Selasphorus calliope,Calliope Hummingbird,
Bird,Cypseloides niger,Black Swift,Species of Concern
Bird,Archilochus alexandri,Black-Chinned Hummingbird,
Bird,Calypte anna,Anna's Hummingbird,
Bird,Selasphorus sasin,Allen's Hummingbird,
Bird,Phalaenoptilus nuttallii,Common Poorwill,
Bird,Actitis macularius,Spotted Sandpiper,
Bird,Columba livia,Rock Pigeon,
Bird,Streptopelia decaocto,Eurasian Collared Dove,
Bird,Megaceryle alcyon,Belted Kingfisher,
Bird,Geococcyx californianus,Greater Roadrunner,
Bird,Callipepla californica,California Quail,
Bird,Oreortyx pictus,Mountain Quail,
Bird,Centrocercus urophasianus,Greater Sage-Grouse,
Bird,Dendragapus fuliginosus,Sooty Grouse,
Bird,Gavia pacifica,Pacific Loon,
Bird,Haemorhous mexicanus,House Finch,
Bird,Haemorhous purpureus,Purple Finch,
Bird,Psaltriparus minimus,Bushtit,
Bird,Passerina caerulea,Blue Grosbeak,
Bird,Aphelocoma californica,Western Scrub-Jay,
Bird,Pica hudsonia,Black-Billed Magpie,
Bird,Pica nuttalli,Yellow-Billed Magpie,Species of Concern
Bird,Aimophila ruficeps,Rufous-Crowned Sparrow,
Bird,Artemisiospiza belli,Sage Sparrow,
Bird,Junco hyemalis caniceps,Gray-Headed Junco,
Bird,Junco hyemalis hyemalis,Slate-Colored Junco,
Bird,Junco hyemalis oreganus,Oregon Junco,
Bird,Melozone crissalis,California Towhee,
Bird,Zonotrichia leucophrys gambelii,Gambel's White-Crowned Sparrow,
Bird,Zonotrichia leucophrys oriantha,Mountain White-Crowned Sparrow,
Bird,Haemorhous cassinii,Cassin's Finch,
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy Finch,
Bird,Spinus lawrencei,Lawrence's Goldfinch,
Bird,Icterus parisorum,Scott's Oriole,
Bird,Quiscalus mexicanus,Great-Tailed Grackle,
Bird,Lanius excubitor,Northern Shrike,
Bird,Toxostoma redivivum,California Thrasher,
Bird,Baeolophus inornatus,Oak Titmouse,
Bird,Poecile rufescens,Chestnut-Backed Chickadee,
Bird,Geothlypis tolmiei,Macgillivray's Warbler,
Bird,Myioborus pictus,Painted Redstart,
Bird,Setophaga americana,Northern Parula,
Bird,Setophaga cerulea,Cerulean Warbler,
Bird,Setophaga coronata auduboni,Audubon's Warbler,
Bird,Setophaga coronata coronata,Myrtle Warbler (Yellow-Rumped),
Bird,Setophaga magnolia,Magnolia Warbler,
Bird,Setophaga nigrescens,Black-Throated Gray Warbler,
Bird,Setophaga occidentalis,Hermit Warbler,
Bird,Chamaea fasciata,Wrentit,
Bird,Troglodytes pacificus,Pacific Wren,
Bird,Contopus sordidulus,Western Wood-Pewee,
Bird,Empidonax difficilis,Pacific-Slope Flycatcher,
Bird,Empidonax wrightii,Gray Flycatcher,
Bird,Pyrocephalus rubinus,Vermilion Flycatcher,Species of Concern
Bird,Sayornis nigricans,Black Phoebe,
Bird,Vireo cassinii,Cassin's Vireo,
Bird,Vireo huttoni,Hutton's Vireo,
Bird,Nycticorax nycticorax,Black-Crowned Night Heron,Species of Concern
Bird,Pelecanus occidentalis,Brown Pelican,In Recovery
Bird,Melanerpes formicivorus,Acorn Woodpecker,
Bird,Melanerpes lewis,Lewis's Woodpecker,
Bird,Picoides nuttallii,Nuttall's Woodpecker,
Bird,Sphyrapicus ruber,Red-Breasted Sapsucker,
Bird,Podiceps nigricollis,Eared Grebe,
Bird,Glaucidium gnoma,Northern Pygmy Owl,
Bird,Otus flammeolus,Flammulated Owl,
Bird,Strix nebulosa,Great Gray Owl,
Bird,Strix occidentalis,Spotted Owl,
Bird,Tyto alba,Barn Owl,
Reptile,Elgaria coerulea palmeri,Sierra (Northern) Alligator Lizard,
Reptile,Elgaria multicarinata webbii,San Diego (Southern) Alligator Lizard,
Reptile,Charina bottae,Northern Rubber Boa,
Reptile,Coluber mormon,Western Yellow-Bellied Racer,
Reptile,Contia tenuis,Sharp-Tailed Snake,
Reptile,Diadophis punctatus,"Ringneck Snake, Ring-Necked Snake",Species of Concern
Reptile,Hypsiglena torquata nuchalata,California Nightsnake,
Reptile,Lampropeltis getula californiae,California Kingsnake,Species of Concern
Reptile,Lampropeltis zonata multicincta,Sierra Mountain Kingsnake,
Reptile,Masticophis lateralis lateralis,California Striped Racer (Whipsnake),
Reptile,Pituophis catenifer catenifer,Pacific Gopher Snake,
Reptile,Thamnophis couchii,Sierra (Aquatic) Garter Snake,
Reptile,Thamnophis elegans elegans,Mountain (Terrestrial) Garter Snake,
Reptile,Phrynosoma coronatum,Coast Horned Lizard,
Reptile,Sceloporus graciosus,Sagebrush Lizard,
Reptile,Sceloporus occidentalis,Western Fence Lizard,
Reptile,Eumeces gilberti,Gilbert's Skink,
Reptile,Eumeces skiltonianus,Western Skink,
Reptile,Aspidoscelis tigris munda,California (Western) Whiptail,
Reptile,Crotalus oreganus oreganus,Northern Pacific Rattlesnake,
Amphibian,Anaxyrus boreas halophilus,California Toad (Western Toad),
Amphibian,Anaxyrus canorus,Yosemite Toad,Threatened
Amphibian,Pseudacris regilla,"Northern Pacific Treefrog, Pacific Chorus Frog, Pacific Treefrog",
Amphibian,Lithobates catesbeianus,Bullfrog,
Amphibian,Rana draytonii,California Red-Legged Frog,Threatened
Amphibian,Rana sierrae,Sierra Nevada Yellow-Legged Frog,Endangered
Amphibian,Aneides lugubris,Arboreal Salamander,
Amphibian,Batrachoseps diabolicus,Hell Hollow Slender Salamander,
Amphibian,Batrachoseps gregarius,Gregarius Slender Salamander,
Amphibian,Ensatina eschscholtzii platensis,Sierra Nevada Ensatina,
Amphibian,Ensatina eschscholtzii xanthoptica,Yellow-Eyed Ensatina,
Amphibian,Hydromantes platycephalus,Mount Lyell Salamander,Species of Concern
Amphibian,Taricha sierrae,Sierra Newt,
Fish,Catostomus occidentalis,Sacramento Sucker,
Fish,Mylopharodon conocephalus,Hardhead,
Fish,Ptychocheilus grandis,Sacramento Pikeminnow,
Fish,Oncorhynchus clarkii henshawi,Lahontan Cutthroat Trout,Threatened
Fish,Oncorhynchus mykiss aguabonita,California Golden Trout,
Fish,Cottus gulosus,Riffle Sculpin,
Vascular Plant,Triglochin concinna var. debilis,Desert Arrow-Grass,
Vascular Plant,Alisma plantago-aquatica,"American Waterplantain, European Water Plantain",
Vascular Plant,Sagittaria latifolia,"Broadleaf Arrowhead, Common Arrowhead, Duck-Potato, Wapato",
Vascular Plant,Lemna gibba,"Inflated Duckweed, Swollen Duckweed",
Vascular Plant,Lilaea scilloides,"Awl-Leaf Lilaea, Flowering Quillwort",
Vascular Plant,Triglochin maritima,"Arrow-Grass, Seaside Arrowgrass",
Vascular Plant,Potamogeton filiformis,"Filiform Pondweed, Fineleaf Pondweed, Threadleaf Pondweed",
Vascular Plant,Potamogeton foliosus var. foliosus,Leafy Pondweed,
Vascular Plant,Potamogeton pusillus var. tenuissimus,Small Pondweed,
Vascular Plant,Angelica breweri,Brewer's Angelica,
Vascular Plant,Angelica lineariloba,"Poison Angelica, Sierra Angelica",
Vascular Plant,Anthriscus caucalis,"Bur Chervil, Burr Chervil",
Vascular Plant,Cicuta douglasii,"Douglas' Waterhemlock, Water Hemlock, Western Water Hemlock",
Vascular Plant,Cymopterus cinerarius,Gray Springparsley,
Vascular Plant,Daucus pusillus,"American Wild Carrot, Rattlesnake Carrot, Rattlesnake Weed, Southwest Wild Carrot",
Vascular Plant,Heracleum lanatum,"Common Cowparsnip, Cow Parsnip",
Vascular Plant,Ligusticum grayi,"Gray's Licoriceroot, Gray's Licorice-Root",
Vascular Plant,Lomatium congdonii,"Congdon's Lomatium, Mariposa Desertparsley",Species of Concern
Vascular Plant,Lomatium dissectum var. dissectum,Fernleaf Biscuitroot,
Vascular Plant,Lomatium nevadense var. parishii,Parish's Biscuitroot,
Vascular Plant,Lomatium torreyi,Sierra Biscuitroot,
Vascular Plant,Lomatium utriculatum,Common Lomatium,
Vascular Plant,Osmorhiza brachypoda,"California Sweetcicely, California Sweet-Cicely",
Vascular Plant,Osmorhiza occidentalis,"Sweetanise, Western Sweetroot",
Vascular Plant,Oxypolis occidentalis,Western Cowbane,
Vascular Plant,Perideridia bolanderi,Bolander's Yampah,
Vascular Plant,Perideridia bolanderi ssp. bolanderi,Bolander's Yampah,
Vascular Plant,Perideridia howellii,Howell's Yampah,
Vascular Plant,Perideridia kelloggii,Kellogg's Yampah,
Vascular Plant,Perideridia lemmonii,Lemmon's Yampah,
Vascular Plant,Perideridia parishii ssp. latifolia,Parish's Yampah,
Vascular Plant,Podistera nevadensis,Nevada Podistera,
Vascular Plant,Sanicula bipinnatifida,Purple Sanicle,
Vascular Plant,Sanicula tuberosa,Turkey Pea,
Vascular Plant,Sphenosciadium capitellatum,"Button Parsley, Woollyhead Parsnip",
Vascular Plant,Tauschia hartwegii,Hartweg's Umbrellawort,
Vascular Plant,Torilis nodosa,"Knotted Hedgeparsley, Knotted Hedge-Parsley",
Vascular Plant,Yabea microcarpa,"False Carrot, False Hedge-Parsley, Falsecarrot",
Vascular Plant,Aralia californica,California Spikenard,
Vascular Plant,Allium amplectens,Narrowleaf Onion,
Vascular Plant,Allium bisceptrum var. bisceptrum,Twincrest Onion,
Vascular Plant,Allium campanulatum,"Dusky Onion, Sierra Onion",
Vascular Plant,Allium hyalinum,Glassy Onion,
Vascular Plant,Allium obtusum,"Red Sierra Onion, Red Sierran Onion",
Vascular Plant,Allium obtusum var. conspicuum,Red Sierra Onion,
Vascular Plant,Allium obtusum var. obtusum,"Red Sierra Onion, Red Sierran Onion",
Vascular Plant,Allium tribracteatum,Threebract Onion,Species of Concern
Vascular Plant,Allium validum,"Pacific Onion, Swamp Onion",
Vascular Plant,Allium yosemitense,Yosemite Onion,
Vascular Plant,Brodiaea elegans ssp. elegans,Harvest Brodiaea,
Vascular Plant,Camassia quamash ssp. breviflora,Small Camas,
Vascular Plant,Camassia quamash ssp. quamash,Small Camas,
Vascular Plant,Chlorogalum pomeridianum var. pomeridianum,Wavyleaf Soap Plant,
Vascular Plant,Dichelostemma capitatum ssp. capitatum,"Bluedick, Bluedicks",
Vascular Plant,Dichelostemma multiflorum,Roundtooth Snakelily,
Vascular Plant,Dichelostemma volubile,Twining Snakelily,
Vascular Plant,Triteleia dudleyi,Dudley's Triteleia,
Vascular Plant,Triteleia hyacinthina,"White Brodiaea, Wild Hyacinth",
Vascular Plant,Triteleia ixioides ssp. anilina,Prettyface,
Vascular Plant,Triteleia ixioides ssp. scabra,Prettyface,
Vascular Plant,Triteleia laxa,Ithuriel's Spear,
Vascular Plant,Triteleia lugens,Coast Range Triteleia,
Vascular Plant,Triteleia montana,Sierra Triteleia,
Vascular Plant,Iris hartwegii ssp. hartwegii,"Hartweg's Iris, Rainbow Iris",
Vascular Plant,Sisyrinchium bellum,Western Blue-Eyed Grass,
Vascular Plant,Sisyrinchium elmeri,"Elmer's Blueeyed Grass, Elmer's Blue-Eyed Grass, Elmer's Blue-Eyed-Grass",
Vascular Plant,Cephalanthera austiniae,Phantom Orchid,
Vascular Plant,Cypripedium montanum,"Mountain Lady's Slipper, Mountain Ladyslipper",
Vascular Plant,Epipactis helleborine,Broadleaf Helleborine,
Vascular Plant,Piperia colemanii,Coleman's Piperia,
Vascular Plant,Piperia transversa,Royal Rein Orchid,
Vascular Plant,Platanthera leucostachys,"Bog Orchid, Sierra Bog Orchid",
Vascular Plant,Platanthera sparsiflora,"Canyon Bog Orchid, Sparse-Flowered Bog Orchid",
Vascular Plant,Spiranthes porrifolia,"Creamy Ladies'-Tresses, Creamy Lady's Tresses, Western Lady's Tresses",
Vascular Plant,Achillea millefolium,"Bloodwort, Carpenter's Weed, Common Yarrow, Hierba De Las Cortaduras, Milenrama, Milfoil, Plumajillo, Western Yarrow, Yarrow",
Vascular Plant,Adenocaulon bicolor,American Trailplant,
Vascular Plant,Ageratina occidentalis,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",
Vascular Plant,Agoseris elata,Tall Agoseris,
Vascular Plant,Agoseris glauca var. monticola,Pale Agoseris,
Vascular Plant,Agoseris grandiflora,"Bigflower Agoseris, Shortbeak Agoseris",
Vascular Plant,Agoseris heterophylla,"Annual Agoseris, Annual Goatsbeard, Mountain Dandelion",
Vascular Plant,Agoseris retrorsa,Spearleaf Agoseris,
Vascular Plant,Antennaria argentea,"Silver Pussytoes, Silvery Pussytoes",
Vascular Plant,Antennaria rosea ssp. confinis,Rosy Pussytoes,
Vascular Plant,Anthemis cotula,"Chamomile, Dog Fennel, Dogfennel, Mayweed, Mayweed Chamomile, Mayweed Dogfennel, Stinking Chamomile, Stinkweed",
